id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,profit
242310,0.662295,21000000.0,0,Tokarev,Nicolas Cage|Aubrey Peeples|Rachel Nichols|Peter Stormare|Danny Glover,Paco Cabezas,russian mafia|revenge|kidnapping|haunted by the past,98,Action|Crime|Thriller,Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels,2014-05-09,204,5.2,2014,-21000000.0
157849,0.660405,15000000.0,31554855,A Most Wanted Man,Philip Seymour Hoffman|Rachel McAdams|Robin Wright|Daniel BrÃ¼hl|Willem Dafoe,Anton Corbijn,terror|muslim|intelligence|immigrant|torture,121,Thriller,Senator Film Produktion|Lionsgate|FilmNation Entertainment|Film4|Demarest Films,2014-07-25,393,6.3,2014,16554855.0
284296,0.649574,,25434291,Top Five,Chris Rock|Rosario Dawson|J.B. Smoove|Gabrielle Union|Romany Malco,Chris Rock,comedian|interview|reporter|movie star|fiancÃ© fiancÃ©e relationship,102,Drama|Comedy,Paramount Pictures|IAC Film|Jax Media,2014-12-12,152,6.2,2014,
239566,0.648465,,31911598,Get on Up,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd|Viola Davis|Lennie James,Tate Taylor,biography|james brown,139,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,2014-08-01,105,6.3,2014,
282813,0.646336999999999,6500000.0,13865435,The Pyramid,Ashley Hinshaw|Denis O'Hare|James Buckley|Christa Nicola|Amir K,GrÃ©gory Levasseur,monster|darkness|desert|archaeologist|lost,89,Horror,Fox International Productions|Sahara Productions|Silvatar Media,2014-12-04,234,4.7,2014,7365435.0
184346,0.641676,30000000.0,0,Deliver Us from Evil,Eric Bana|Edgar RamÃ­rez|Olivia Munn|Joel McHale|Sean Harris,Scott Derrickson,possessed|demon|occult|demonic possession,118,Thriller|Crime|Horror,Jerry Bruckheimer Films|Screen Gems|LStar Capital,2014-07-01,474,6.0,2014,-30000000.0
246860,0.635214,6600000.0,1554000,Clouds of Sils Maria,Juliette Binoche|Kristen Stewart|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,Olivier Assayas,suicide|divorce|gender ideals|actress,124,Drama,Pallas Film|CAB Productions|C.G. Cinema,2014-08-20,173,6.8,2014,-5046000.0
245916,0.632047999999999,5000000.0,2450846,Kill the Messenger,Jeremy Renner|Mary Elizabeth Winstead|Michael Sheen|Ray Liotta|Robert Patrick,Michael Cuesta,biography,112,Thriller|Crime|Drama|Mystery,The Combine|Bluegrass Films,2014-10-09,247,6.5,2014,-2549154.0
157832,0.631167,,13287735,Calvary,Brendan Gleeson|Chris O'Dowd|Kelly Reilly|Aidan Gillen|Dylan Moran,John Michael McDonagh,,100,Drama,Octagon Films|Irish Film Board|Reprisal Films|Lipsync Productions,2014-04-11,209,7.0,2014,
273271,0.628637,,0,Time Lapse,Danielle Panabaker|Matt O'Leary|George Finn|John Rhys-Davies|Amin Joseph,Bradley King,gambling|future|time travel|gambling debts|photography,104,Thriller|Science Fiction,Uncooperative Pictures|XLrator Media|Royal Pictures,2014-05-24,198,6.3,2014,
245906,0.623706,,111996,Sheâ€™s Funny That Way,Owen Wilson|Imogen Poots|Kathryn Hahn|Will Forte|Rhys Ifans,Peter Bogdanovich,infidelity|new york city|screwball comedy|escort|theater,93,Comedy,Lagniappe Films,2014-10-27,162,5.7,2014,
246741,0.622166,,0,What We Do in the Shadows,Taika Waititi|Jemaine Clement|Jonathan Brugh|Cori Gonzalez-Macuer|Stuart Rutherford,Jemaine Clement|Taika Waititi,new zealand|vampire|blood|mockumentary|zombies,86,Comedy|Horror,Unison Films|Defender Films|Funny or Die,2014-06-19,490,7.2,2014,
276902,0.621645,5000000.0,0,Cut Bank,Liam Hemsworth|Teresa Palmer|John Malkovich|Bruce Dern|Billy Bob Thornton,Matt Shakman,montana|secret|witness|video|murder,92,Thriller,Kilburn Media,2014-09-10,52,4.8,2014,-5000000.0
254191,0.615729,1000000.0,9318,Honeymoon,Rose Leslie|Harry Treadaway|Ben Huber|Hanna Brown,Leigh Janiak,lake|honeymoon|woods|sleepwalking|woman director,87,Horror,Fewlas Entertainment,2014-09-12,137,5.3,2014,-990682.0
209276,0.609613,,54915,Starred Up,Jack O'Connell|Ben Mendelsohn|Rupert Friend|David Ajala|Peter Ferdinando,David Mackenzie,,106,Drama,Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions,2014-03-21,202,6.9,2014,
253312,0.609054,,0,Space Station 76,Matt Bomer|Jerry O'Connell|Liv Tyler|Marisa Coughlan|Patrick Wilson,Jack Plotnick,asteroid|future|retro,94,Drama|Comedy|Science Fiction,Rival Pictures|Om Films,2014-09-19,55,4.4,2014,
210479,0.602735,2000000.0,4635300,Locke,Tom Hardy|Ruth Wilson|Andrew Scott|Olivia Colman|Tom Holland,Steven Knight,england|road|cheating husband|construction site|one night,85,Drama|Thriller,IM Global|Shoebox Films|A24,2014-04-10,480,6.8,2014,2635300.0
246400,0.600919,,0,"20,000 Days on Earth",Nick Cave|Warren Ellis|Blixa Bargeld|Susie Bick|Arthur Cave,Iain Forsyth|Jane Pollard,woman director|part fiction|docu fiction,97,Music|Documentary|Drama,British Film Institute (BFI)|Film4|Corniche Pictures,2014-07-05,46,6.8,2014,
227735,0.599079,36000000.0,52424533,Dolphin Tale 2,Morgan Freeman|Ashley Judd|Nathan Gamble|Cozi Zuehlsdorff|Harry Connick Jr.,Charles Martin Smith,dolphin|aquarium|swimming,107,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,2014-09-12,63,6.8,2014,16424533.0
206821,0.593558,,0,The Longest Week,Olivia Wilde|Jason Bateman|Jenny Slate|Billy Crudup|Tony Roberts,Peter Glanz,hotel|secret|love|money|train,86,Comedy|Drama,Far Hills Pictures|Atlantic Pictures (II)|Armian pictures,2014-09-05,86,5.1,2014,
252830,0.593438,,0,A Certain Justice,Dolph Lundgren|Cung Le|Vinnie Jones|Gianni Capaldi|Briana Evigan,Giorgio Serafini|James Coyne,,96,Action|Drama,Hollywood Media Bridge|Voltage Pictures|Picture Perfect Corp.,2014-03-11,11,3.1,2014,
152790,0.59318,,0,The Angriest Man in Brooklyn,Mila Kunis|Peter Dinklage|Robin Williams|Melissa Leo|James Earl Jones,Phil Alden Robinson,black comedy,84,Drama|Comedy,Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group,2014-05-23,112,5.5,2014,
244536,0.593065,,0,Hellion,Aaron Paul|Juliette Lewis|Josh Wiggins|Deke Garner|Jonny Mars,Kat Candler,woman director,98,Thriller|Drama,IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor,2014-06-13,26,5.3,2014,
288158,0.590256999999999,1000000.0,26501323,The Woman in Black 2: Angel of Death,Helen McCrory|Jeremy Irvine|Phoebe Fox|Ned Dennehy|Adrian Rawlins,Tom Harper,based on novel|haunted house|supernatural|sequel|haunting,90,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,2014-12-30,270,4.9,2014,25501323.0
244517,0.5847,,169976,God's Pocket,Philip Seymour Hoffman|Richard Jenkins|Christina Hendricks|John Turturro|Eddie Marsan,John Slattery,,88,Drama,Cooper's Town Productions|Park Pictures|Shoestring Pictures,2014-05-09,37,5.2,2014,
203834,0.582629,,0,Jessabelle,Sarah Snook|Mark Webber|Joelle Carter|David Andrews|Chris Ellis,Kevin Greutert,supernatural,90,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,2014-08-29,181,5.0,2014,
145220,0.574398,50000000.0,80383113,Muppets Most Wanted,Ricky Gervais|Ty Burrell|Tina Fey|Steve Whitmire|Eric Jacobson,James Bobin,musical|the muppets,112,Comedy|Adventure|Crime|Family,Buena Vista|Disney,2014-03-20,222,6.2,2014,30383113.0
290542,0.571843999999999,,11486,You're Not You,Hilary Swank|Emmy Rossum|Josh Duhamel|Ali Larter|Marcia Gay Harden,George C. Wolfe,,104,Drama,DiNovi Pictures,2014-10-10,147,7.3,2014,
263986,0.571571,,0,The Drownsman,Michelle Mylett|Caroline Palmer|Ry Barrett|Gemma Bird Matheson|Sydney Kondruss,Chad Archibald,,88,Horror|Fantasy|Thriller,no_data,2014-08-22,18,4.1,2014,
239568,0.561727,20000000.0,0,Search Party,Adam Pally|T.J. Miller|Thomas Middleditch|Alison Brie|Krysten Ritter,Scot Armstrong,,93,Comedy,Universal Studios,2014-10-30,42,5.3,2014,-20000000.0
258750,0.560295,,0,Gun Woman,Asami|Kairi Narita|Noriaki Kamata|Matthew Floyd Miller|Dean Simone,Kurando Mitsutake,gun|thriller|gun battle|gore|woman,86,Thriller|Action,Maxam,2014-02-28,19,4.7,2014,
297608,0.56021,,0,The Taking of Deborah Logan,Jill Larson|Anne Ramsay|Michelle Ang|Ryan Cutrona|Brett Gentile,Adam Robitel,snake|possession|found footage|shaky camera shot|serial murders,90,Horror|Mystery|Thriller,Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures,2014-10-21,184,5.9,2014,
246403,0.559472,2800000.0,1826705,Tusk,Michael Parks|Justin Long|Haley Joel Osment|GÃ©nesis RodrÃ­guez|Ralph Garman,Kevin Smith,canada|walrus|deception|search|first part,102,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,2014-09-19,206,4.9,2014,-973295.0
243684,0.557453,,461162,"Men, Women & Children",Rosemarie DeWitt|Jennifer Garner|Judy Greer|Dean Norris|Adam Sandler,Jason Reitman,high school|teenager|playing against type,116,Drama|Comedy,Paramount Pictures|Right of Way Films,2014-10-17,248,6.4,2014,
287426,0.552627,,0,Shelter,Jennifer Connelly|Anthony Mackie|Amy Hargreaves|Bruce Altman|Andrew Polk,Paul Bettany,homeless person|immigrant|heroin|homelessness|sex scene,105,Drama,Bifrost Pictures|The Bridge Finance Company,2014-09-12,18,5.3,2014,
303623,0.550723,,0,Hello Ladies: The Movie,Stephen Merchant|Christine Woods|Kevin Weisman|Nate Torrence|Kyle Mooney,Stephen Merchant,based on tv series|los angeles|briton abroad,85,Comedy,Home Box Office (HBO),2014-11-22,36,6.3,2014,
228496,0.550625,600000.0,0,Sx_Tape,Caitlyn Folley|Julie Marcus|Ian Duncan|Daniel Faraldo|Diana GarcÃ­a,Bernard Rose,supernatural|subjective camera|found footage|epouvante,85,Horror,La.Lune Entertainment|Aeroplano,2014-05-16,19,3.3,2014,-600000.0
276843,0.55046,,0,What We Did on Our Holiday,David Tennant|Rosamund Pike|Billy Connolly|Bobby Smalldridge|Emilia Jones,Andy Hamilton|Guy Jenkin,vacation|family,95,Comedy,BBC Films|Lionsgate,2014-09-26,109,6.6,2014,
269173,0.550453,,0,The Anomaly,Ian Somerhalder|Alexis Knapp|Noel Clarke|Luke Hemsworth|Michael Bisping,Noel Clarke,technology|future|mind control|kidnapping|conspiracy,97,Thriller|Action|Science Fiction,Unstoppable Entertainment|thefyzz|Tea Shop & Film Company,2014-06-19,104,4.7,2014,
227300,0.550197,,0,Stretch,Patrick Wilson|Jessica Alba|Brooklyn Decker|Ray Liotta|Mindy Robinson,Joe Carnahan,,94,Action|Comedy|Thriller,Universal Pictures|Blumhouse Productions|IM Global|Chambara Pictures,2014-10-14,163,5.8,2014,
286521,0.548656,6000000.0,1020921,5 Flights Up,Morgan Freeman|Diane Keaton|Carrie Preston|Cynthia Nixon|Alysia Reiner,Richard Loncraine,new york|married couple|character name in title|moving out|moving,92,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,2014-09-05,56,5.9,2014,-4979079.0
184345,0.548529,,0,A Haunted House 2,Marlon Wayans|Jaime Pressly|Essence Atkins|Gabriel Iglesias|Missi Pyle,Michael Tiddes,haunted house,87,Comedy|Horror,Automatik Entertainment|Open Road Films,2014-04-17,251,5.4,2014,
271714,0.5415,,28641776,Love & Mercy,Paul Dano|John Cusack|Paul Giamatti|Elizabeth Banks|Kenny Wormald,Bill Pohlad,therapist|musician|nervous breakdown|title based on song|songwriter,120,Drama|Music,River Road Entertainment|John Wells Productions,2014-06-05,162,7.2,2014,
236751,0.540852,12000000.0,101332962,Heaven is for Real,Greg Kinnear|Kelly Reilly|Connor Corum|Thomas Haden Church|Jon Ted Wynne,Randall Wallace,based on novel|faith|based on true events,99,Drama,TriStar Pictures|Screen Gems|Roth Films,2014-04-16,159,6.1,2014,89332962.0
251994,0.539017,5000000.0,0,Reach Me,Sylvester Stallone|Lauren Cohan|Kyra Sedgwick|Tom Berenger|Cary Elwes,John Herzfeld,motivational book,95,Drama,Windy Hill Pictures|Seraphim Films Inc.,2014-03-14,24,5.1,2014,-5000000.0
256474,0.536511,10000000.0,0,In the Blood,Gina Carano|Cam Gigandet|Luis GuzmÃ¡n|Danny Trejo|Treat Williams,John Stockwell,,108,Action|Crime|Thriller,20th Century Fox Home Entertainment|Anchor Bay Films|Lleju Productions|Movie Package Company (MPC)|Verso Entertainment,2014-04-04,77,5.2,2014,-10000000.0
243568,0.535291,,0,Lizzie Borden Took An Ax,Christina Ricci|Clea DuVall|Gregg Henry|Stephen McHattie|Shawn Doyle,Nick Gomez,biography|psychological thriller|lizzie borden|dramatization,91,Drama|Mystery|Thriller,PeaceOut Productions|Sony Pictures Television,2014-01-25,29,5.9,2014,
145221,0.533347,,0,Monsters: Dark Continent,Johnny Harris|Sam Keeley|Joe Dempsie|Kyle Soller|Nicholas Pinnock,Tom Green,monster|post-apocalyptic|war|sequel|alien,119,Thriller|Drama|Science Fiction,International Traders|Between The Eyes|Vertigo Films,2014-10-09,60,3.8,2014,
157823,0.5252,,0,Night Moves,Jesse Eisenberg|Dakota Fanning|Alia Shawkat|Peter Sarsgaard|Katherine Waterston,Kelly Reichardt,woman director|activist,112,Thriller|Drama,Film Science|Maybach Film Productions|RT Features|Tipping Point Productions,2014-04-23,64,5.8,2014,
286875,0.524764999999999,,0,Paper Planes,Sam Worthington|Ed Oxenbould|Deborah Mailman|Nicholas Bakopoulos-Cooke|Ena Imai,Robert Connolly,,96,Family,Arenamedia,2014-09-07,32,6.3,2014,
242022,0.519107,,0,The Inbetweeners 2,Simon Bird|James Buckley|Blake Harrison|Freddie Stroma|Tamla Kari,Damon Beesley|Iain Morris,holiday|australia|vacation,96,Comedy,Channel 4 Television Corporation,2014-08-06,156,5.9,2014,
285733,0.518405,,0,Barbie and the Secret Door,Kelly Sheridan|Brittany McDonald|Ashleigh Ball|Chanelle Peloso|Tabitha St. Germain,Karen J. Lloyd,musical|barbie,81,Adventure|Animation|Family|Fantasy,Mattel Playground Productions,2014-08-30,14,6.7,2014,
284294,0.514113,,0,Time Out of Mind,Richard Gere|Ben Vereen|Jena Malone|Steve Buscemi|Danielle Brooks,Oren Moverman,new york,120,Drama,KSM Film,2014-09-07,31,5.4,2014,
293310,0.512588,,0,Citizenfour,Edward Snowden|Julian Assange|Glenn Greenwald|Jacob Appelbaum|Kevin Bankston,Laura Poitras,national security agency|woman director|edward snowden,114,Documentary,Participant Media|HBO Documentary Films|Praxis Films,2014-10-10,363,7.8,2014,
283227,0.506605,,0,A Little Chaos,Kate Winslet|Alan Rickman|Stanley Tucci|Matthias Schoenaerts|Jennifer Ehle,Alan Rickman,paris|dancing|france|adultery|jealousy,117,Drama|Romance,BBC Films|Artemis Film|Lionsgate|Lipsync Productions|The Bureau,2014-09-13,151,5.9,2014,
214314,0.502296,,0,Bears,John C. Reilly|Victoria Naumova,Alastair Fothergill|Keith Scholey,alaska|family|nature|bears,78,Documentary|Family,Disneynature,2014-04-17,51,7.4,2014,
272692,0.501533,,0,The Possession of Michael King,Shane Johnson|Dale Dickey|Julie McNiven|Tomas Arana,David Jung,,83,Horror,Quickfire Films|Gold Circle Films,2014-08-22,75,5.6,2014,
287084,0.498787,,0,The Town that Dreaded Sundown,Addison Timlin|Spencer Treat Clark|Joshua Leonard|Gary Cole|Veronica Cartwright,Alfonso Gomez-Rejon,,85,Thriller|Horror,Blumhouse Productions|Metro-Goldwyn-Mayer (MGM)|Ryan Murphy Productions,2014-10-16,99,5.8,2014,
188207,0.49584,70000000.0,61279452,The Legend of Hercules,Kellan Lutz|Liam McIntyre|Gaia Weiss|Scott Adkins|Roxanne McKee,Renny Harlin,mythology|zeus|ancient greece|demigod|city of argos,99,Action|Adventure,Millennium Films,2014-01-10,399,4.4,2014,-8720548.0
157851,0.495519,,1338365,Maps to the Stars,Julianne Moore|Mia Wasikowska|Evan Bird|John Cusack|Robert Pattinson,David Cronenberg,male nudity|sex|menage a trois|wedding ring|blood,112,Drama,Integral Film|Prospero Pictures|SBS Productions|Sentient Entertainment,2014-05-21,255,5.6,2014,
254474,0.494022,,14947,Zombeavers,Rachel Melvin|Cortney Palm|Lexi Atkins|Hutch Dano|Peter Gilroy,Jordan Rubin,beaver|zombies|animal attack,85,Horror|Action|Comedy,BenderSpink|Armory Films,2014-10-20,124,4.8,2014,
155084,0.491273,5000000.0,0,13 Sins,Mark Webber|Devon Graye|Rutina Wesley|Ron Perlman|Pruitt Taylor Vince,Daniel Stamm,,88,Horror|Thriller,Sahamongkol Film International|Dimension Films|IM Global|Automatik Entertainment|Radius-TWC,2014-04-18,221,6.2,2014,-5000000.0
280000,0.487316,,0,Lemon Tree Passage,Jessica Tovey|Nicholas Gunn|Pippa Black|Tim Phillips|Andrew Ryan,David Campbell,,84,Thriller|Horror|Mystery,Thirteen Disciples,2014-08-25,15,4.8,2014,
253235,0.485296,30000000.0,25312387,And So It Goes,Michael Douglas|Diane Keaton|Sterling Jerins|Paloma GuzmÃ¡n|Frances Sternhagen,Rob Reiner,grandfather granddaughter relationship|neighbor|wealthy|elderly|estrangement,94,Comedy|Drama|Romance,Castle Rock Entertainment|Envision Entertainment|ASIG Productions,2014-07-20,111,5.7,2014,-4687613.0
245700,0.484272,,5405500,Mr. Turner,Timothy Spall|Roger Ashton-Griffiths|Jamie Thomas King|Lesley Manville|Lee Ingleby,Mike Leigh,painter,150,History|Drama,Film4|Lipsync Productions|Thin Man Films|Focus Features International (FFI)|France 3 Cinema,2014-10-31,143,6.1,2014,
258805,0.481391,,0,Bad Johnson,Cam Gigandet|Katherine Cunningham|Jamie Chung|Nick Thune|Holly Houk,Huck Botko,male nudity|womanizer|bare chested male|gym|penis,88,Fantasy|Comedy,2DS Productions|Roman Empire,2014-05-02,32,4.6,2014,
286873,0.480362,,0,Northmen: A Viking Saga,Ryan Kwanten|James Norton|Ed Skrein|Tom Hopper|Charlie Murphy,Claudio FÃ¤h,,97,Adventure,Jumping Horse Film|Elite Filmproduktion|Two Oceans Production (TOP),2014-09-27,90,5.3,2014,
290555,0.480194,18000000.0,0,Wolves,Jason Momoa|Lucas Till|John Pyper-Ferguson|Stephen McHattie|Merritt Patterson,David Hayter,adoption|werewolf,90,Horror|Action,Copperheart Entertainment|Entertainment One|Dark Hero Studios,2014-08-28,42,5.3,2014,-18000000.0
313867,0.476645,,0,Roald Dahl's Esio Trot,James Corden|Dustin Hoffman|Judi Dench|Lara Rossi|Jimmy Akingbola,Dearbhla Walsh,london|based on novel|bachelor|flat|gadget,87,Comedy,British Broadcasting Corporation (BBC)|Endor Productions,2014-12-30,25,6.8,2014,
255798,0.472728,,0,Burying the Ex,Anton Yelchin|Ashley Greene|Alexandra Daddario|Oliver Cooper|Dick Miller,Joe Dante,,89,Comedy|Horror,Voltage Pictures|ArtImage Entertainment|Scooty Woop Entertainment,2014-09-04,78,5.2,2014,
203739,0.472703,,0,Vampire Academy,Zoey Deutch|Lucy Fry|Danila Kozlovskiy|Gabriel Byrne|Dominic Sherwood,Mark Waters,authority|vampire|half vampire|danger of life|protection,104,Action|Fantasy|Comedy|Horror|Mystery,Kintop Pictures|Angry Films|Preger Entertainment,2014-02-07,402,5.8,2014,
157829,0.472242,,985007,The Disappearance of Eleanor Rigby: Them,James McAvoy|Jessica Chastain|CiarÃ¡n Hinds|Bill Hader|Viola Davis,Ned Benson,new york|couple|loss of a child,119,Drama,Myriad Pictures|Unison Films|Kim and Jim Productions|Division Films|Dreambridge Films,2014-05-14,74,6.4,2014,
244566,0.470651,2400000.0,88273,Life After Beth,Aubrey Plaza|Dane DeHaan|John C. Reilly|Molly Shannon|Cheryl Hines,Jeff Baena,,90,Romance|Comedy|Horror,Abbolita Productions|Starstream Entertainment|Destro Films|A24,2014-08-15,141,4.8,2014,-2311727.0
283686,0.466921,,0,Out of the Dark,Julia Stiles|Scott Speedman|Stephen Rea|Alejandro Furth|Pixie Davies,LluÃ­s QuÃ­lez,,92,Thriller|Horror,Participant Media|Imagenation Abu Dhabi FZ|Dynamo|Apaches Entertainment|XYZ Films,2014-08-27,30,4.5,2014,
280690,0.466373,,0,Kick,Salman Khan|Jacqueline Fernandez|Nawazuddin Siddiqui|Randeep Hooda|Mithun Chakraborty,Sajid Nadiadwala,,146,Romance|Action|Comedy,no_data,2014-07-25,43,6.2,2014,
245473,0.466284,,0,Cloud 9,Dove Cameron|Luke Benward|Kiersey Clemons|Mike C. Manning|Dillon Lane,Paul Hoen,,90,Action|Drama|Romance|TV Movie,Blondie Girl Productions,2014-01-17,49,6.1,2014,
253310,0.465438,,0,Premature,John Karna|Katie Findlay|Craig Roberts|Alan Tudyk|Carlson Young,Dan Beers,,93,Comedy,no_data,2014-07-02,67,5.1,2014,
250538,0.461037,,0,The Good Lie,Reese Witherspoon|Corey Stoll|Thad Luckinbill|Sarah Baker|Maria Howell,Philippe Falardeau,refugee|kansas|sudanese,110,Drama,Alcon Entertainment|Blue Sky Films|Black Label Media,2014-09-09,149,7.1,2014,
256731,0.46087,,0,Bad Country,Matt Dillon|Willem Dafoe|Neal McDonough|Amy Smart|Chris Marquette,Chris Brinker,police|baton rouge,95,Drama|Action|Crime,Mandalay Vision|ANA Media|CB Productions|Wilmor Entertainment,2014-03-10,65,5.7,2014,
312791,0.460188,3150000.0,0,GirlHouse,Ali Cobrin|Erin Agostino|James Thomas|Alice Hunter|Alyson Bath,Trevor Matthews|Jon Knautz,female nudity|sex|shower|sauna|nudity,100,Horror|Thriller,Brookstreet Pictures,2014-10-16,62,4.9,2014,-3150000.0
253272,0.457089,,0,The Mule,Hugo Weaving|Angus Sampson|Ewen Leslie|Leigh Whannell|Georgina Haig,Tony Mahony,drug mule|drug,103,Crime|Comedy,Screen Australia|4Cows|Cherub Films,2014-03-10,34,5.8,2014,
193726,0.453382,,7171,ABCs of Death 2,Eric Jacobus|Julian Barratt|Ian Virgo|Miguel Ãngel MuÃ±oz|Dana Meinrath,Chris Nash|Rodney Ascher|Bill Plympton|Erik Matti|Lancelot Oduwa Imasuen|Kristina Buozyte|Bruno Samper|Vincenzo Natali|Larry Fessenden|Julien Maury|Alexandre Bustillo|E.L. Katz|Sylvia Soska|Jen Soska|Aharon Keshales|Navot Papushado|Julian Gilbey|Dennison Ramalho|Jerome Sable|Robert Morgan|Hajime Ohata|SÃ´ichi Umezawa|Alejandro BruguÃ©s|Todd Rohal|Julian Barratt|Jim Hosking|Robert Boocheck|Marvin Kren|Juan MartÃ­nez Moreno|Steven Kostanski,anthology|woman director|horror anthology,125,Horror,Magnet Releasing|Drafthouse Films|Timpson Films,2014-10-02,44,5.4,2014,
248504,0.452644,,0,Sharknado 2: The Second One,Ian Ziering|Tara Reid|Vivica A. Fox|Kari Wuhrer|Mark McGrath,Anthony C. Ferrante,sequel|creature|shark|made for television|creature feature,86,Thriller|Horror|Science Fiction,The Asylum|Syfy,2014-07-30,105,4.7,2014,
244268,0.451125,,2262223,Love Is Strange,John Lithgow|Alfred Molina|Marisa Tomei|Darren E. Burrows|Charlie Tahan,Ira Sachs,homosexuality|independent film|new york city|gay wedding,98,Drama,Parts and Labor|Mm...Buttered Panini Productions|Charlie Guidance,2014-02-07,68,6.4,2014,
267863,0.449196,,0,Walking on Sunshine,Annabel Scholey|Hannah Arterton|Giulio Berruti|Greg Wise|Katy Brand,Max Giwa|Dania Pasquini,woman director,97,Comedy|Romance|Music,Vertigo Films,2014-06-19,61,6.1,2014,
52653,0.447229,,149337,Jinn,Dominic Rains|Ray Park|William Atherton|Faran Tahir|Serinda Swan,Ajmal Zaheer Ahmad 	,,97,Thriller,Exxodus Pictures,2014-04-04,19,3.6,2014,
230266,0.446458,5500000.0,5000000,Miss Julie,Jessica Chastain|Colin Farrell|Samantha Morton|Nora McMenamy,Liv Ullmann,love triangle|love|irish|valet|woman director,120,Drama,Maipo Film- og TV Produksjon,2014-09-07,15,5.4,2014,-500000.0
261375,0.445011,,0,Flying Home,Jamie Dornan|Charlotte De Bruyne|Jan Decleir|Ali Suliman|Josse De Pauw,Dominique Deruddere,grandfather|betrayal|pigeon,96,Romance,Kanakna Productions|Otomatic|Twenty Four 9 Films,2014-04-02,48,6.3,2014,
190469,0.444337,2700000.0,0,Redirected,Vinnie Jones|Lee Nicholas Harris|Scot Williams|Gil Darnell|Vytautas Sapranauskas,Emilis Velyvis,gambling|casino|boss|lithuania|murder,99,Action|Comedy|Crime|Thriller,Wellington Films|Kinokultas,2014-01-10,94,5.7,2014,-2700000.0
259018,0.43549,,0,Behaving Badly,Nat Wolff|Selena Gomez|Mary-Louise Parker|Elisabeth Shue|Dylan McDermott,Tim Garrick,,92,Comedy,Mad Chance|Starboard Entertainment,2014-04-14,118,5.0,2014,
259072,0.430844,1200000.0,0,Wrong Turn 6: Last Resort,Chris Jarvis|Aqueela Zoll|Anthony Ilott|Sadie Katz|Rollo Skinner,Valeri Milev,cannibal,91,Horror,Constantin Film|Summit Entertainment|Regency Enterprises|20th Century Fox Home Entertainment,2014-08-22,82,4.9,2014,-1200000.0
284537,0.430708,,0,Welcome to Me,Kristen Wiig|James Marsden|Linda Cardellini|Wes Bentley|Jennifer Jason Leigh,Shira Piven,talk show|black comedy|woman director|mental disorders|winning lottery,105,Drama|Comedy,Gary Sanchez Productions|Bron Studios,2014-09-05,88,5.7,2014,
312526,0.430488,,0,Alien Outpost,Joe Reegan|Reiley McClendon|Matthew Holmes|Rick Ravanello|Adrian Paul,Jabbar Raisani,dystopia|mind control|alien invasion|desert warfare|war of attrition,93,Thriller|Action|Science Fiction,Out of Africa Entertainment|Altitude Film Entertainment|Rooks Nest Entertainment|Bigscope Films|Ravens Nest Entertainment,2014-09-19,58,4.1,2014,
258099,0.428819,,0,Just Before I Go,Seann William Scott|Garret Dillahunt|Olivia Thirlby|Kate Walsh|Rob Riggle,Courteney Cox,suicide|woman director,95,Comedy|Drama|Romance,Coquette Productions|New Artists Alliance,2014-04-24,76,6.0,2014,
275060,0.427602,,0,The Disappearance of Eleanor Rigby: Her,Jessica Chastain|James McAvoy|Viola Davis|Isabelle Huppert|William Hurt,Ned Benson,new york|couple|loss of a child,100,Drama,Myriad Pictures|Unison Films|Division Films|Dreambridge Films,2014-10-10,34,6.1,2014,
285843,0.421838,,0,October Gale,Patricia Clarkson|Scott Speedman|Tim Roth|Callum Keith Rennie,Ruba Nadda,gunshot wound|cottage|doctor|woman director,91,Thriller|Drama|Romance,Killer Films|Foundry Films|Pacific Northwest Pictures,2014-09-11,14,5.4,2014,
250535,0.416516,,0,Get Santa,Rafe Spall|Jim Broadbent|Warwick Davis|Jodie Whittaker|Stephen Graham,Christopher Smith,santa claus,102,Family|Comedy,Film i VÃ¤st,2014-12-05,11,6.5,2014,
243531,0.413991,,0,Freezer,Dylan McDermott|Peter Facinelli|David McNally|Andrey Ivchenko|Pascal Petardi,Mikael Salomon,,88,Action|Thriller,Envision Media Arts,2014-01-17,35,5.3,2014,
